QD_Ref,BorrowerSSNLast4,AppDate,FundingDt,Contract_Maturity,Amt_Funded,OutstandingPrincipal,NoteRate,APR_Effective,ContractTermMo,RemainingPayments,SchedPayment,ActualLastPmt,VehicleMake,VehicleModel,VehicleYear,VehicleVIN,Mileage_Orig,NewOrUsed,DealerName,DealerState,CreditScoreAtOrig,CreditScoreCurrent,CoBorrowerFlag,CoBorrowerScore,BorrowerDTI_Back,BorrowerAnnualInc,EmployerName,EmpYears,IncomeVerified,BorrState,BorrZip,BorrCity,LoanStat,DaysPastDue,DelinqBucket,NumLate30,NumLate60,NumLate90,CumulLossAmt,RecoveryAmt,ChargeoffDate,PaymentMethod,AutoPayEnrolled,ModificationFlag,HardshipPlan,LTV_Orig,BookValue_Orig,CurrentBookValue,Depreciation_Pct,WholesaleValue,RetailValue,OrigFee,ServicingFee_Bps,PoolID,InvestorCode,BatchID,MonthsOnBooks,VintageQtr,FirstPmtDefault,Ext_bureau_inqs_6mo,Ext_revolv_util,Ext_open_accts,Ext_total_accts,Ext_derog_marks,Ext_collections,Ext_bankruptcies,Channel,PricingTier,RiskBand,DecisionEngine_Score,FraudScore,IdentityConfidence
QD-0000385,2770,11/12/2022,2023-06-22,,19711.67,13535.84,18.07,19.68,72,65,277.9,291.01,Toyota,Camry,2022,XOPW7A1GQE1IE7X9S,115072,Certified Pre-Owned,,OR,676,715,0,,59.0,71497,AT&T,23,Verified,OR,52220,City 12,30DPD,48,30-59,3,0,0,0.0,0.0,,ACH,1,0,0,139.7,14110,10794.15,23.5,,11627.83,,75,QD-2024-B,INV_AUTO_3,BATCH-795,7,2022Q4,0,11,44.9,24,,6,5,0,Dealer Direct,Super Prime,A+,,4.3,59.0
QD-0000386,4715,07/10/2023,2022-12-08,,32386.03,0.0,9.64,10.81,48,43,680.13,0,Subaru,Forester,2021,1L84CJX3JERZ5967W,84301,Used,CarMax,KY,,556,0,,59.6,124744,,,,KY,43330,City 42,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Online,1,0,0,,40432,36024.91,10.9,31815.77,36824.14,254.16,25,,,BATCH-301,5,2023Q3,0,12,11.9,19,37,7,0,0,Online App,Near Prime,A,405.9,93.9,65.1
QD-0000387,9441,03/12/2024,,,20408.62,18584.31,18.73,18.96,60,31,345.45,278.24,Ford,Escape,2024,FK14HYA7UIET2ELLY,93280,New,Sonic Auto,SC,752,752,0,,20.0,42675,Amazon,3,Self-Reported,SC,53639,City 21,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,,0,0,130.9,15591,10898.11,30.1,8760.7,12736.45,392.74,100,QD-2024-A,,BATCH-599,29,2024Q1,0,9,86.6,9,28,8,4,0,Dealer Indirect,Deep Subprime,A,521.0,4.3,70.9
QD-0000388,5507,11-Dec-2022,2024-09-24,,32114.82,13465.18,14.01,15.09,36,21,902.49,817.44,,,2018,ZKO0WP61W2IYTPWSD,66706,Certified Pre-Owned,CarMax,MA,527,549,1,642,12.9,64300,Uber,22,Employer Confirmed,MA,55068,City 11,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,79.5,40396,30862.54,23.6,24481.15,34896.2,231.01,75,,,BATCH-235,15,,0,12,38.4,28,35,8,,0,Online App,Prime,A+,720.6,22.2,53.4
QD-0000388,9192,08/17/2022,2024-01-19,,42762.49,29220.95,19.94,20.65,48,9,905.69,921.25,Honda,HR-V,2018,DG5EBIB9TSXFRWXP2,119645,Certified Pre-Owned,Larry H. Miller,IL,829,778,0,,,153151,Amazon,30,Not Verified,IL,51427,Springfield,CURRENT,,Current,0,0,0,0.0,0.0,,Online,1,1,0,106.2,40266,27421.15,31.9,23568.72,28428.04,209.65,75,QD-2024-C,INV_AUTO_2,BATCH-598,39,2022Q3,0,10,75.6,24,27,3,1,0,Refinance,Prime,A+,403.8,90.3,58.6
QD-0000390,5681,06/14/2022,2024-04-13,,15532.8,9617.93,20.17,21.79,84,55,188.02,193.82,Toyota,RAV4,2023,KAZV6WNA30KK9JGEI,9033,Certified Pre-Owned,Local Motors,SC,751,739,1,798,19.9,184197,Freelance,6,,SC,51856,City 1,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,1,0,93.1,16684,13247.1,20.6,10684.6,13823.36,233.37,50,QD-2024-B,INV_AUTO_1,BATCH-611,29,2022Q2,0,9,1.3,23,41,0,3,0,Broker,Prime,C,555.7,40.4,74.1
QD-0000391,1434,12/08/2022,2024-08-13,,11287.93,0.0,16.99,17.2,36,14,317.99,0,Jeep,Cherokee,2024,LO3P1JZOOYWUHFRL3,19591,New,Penske,CO,756,,,,41.3,155042,,17,Employer Confirmed,CO,40361,City 27,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Mobile App,1,0,0,106.5,,8511.0,19.7,6724.7,9885.99,194.87,25,,INV_AUTO_1,BATCH-941,22,2022Q4,0,15,45.4,30,32,5,3,0,Dealer Indirect,Prime,A+,735.6,32.2,68.2
QD-0000392,7690,07/22/2024,2023-02-19,,37584.0,18780.95,23.18,24.95,72,46,532.08,509.99,Chevrolet,Traverse,2018,UG8VQ5GXQOFSZ72O5,96053,New,Carvana,CA,544,521,1,685,13.0,79946,,,Verified,,,San Diego,CURRENT,0,,0,0,0,0.0,0.0,,ACH,1,0,0,,36739,33359.01,9.2,24061.49,35228.43,35.75,25,QD-2024-B,,BATCH-456,26,2024Q3,0,8,59.9,13,18,1,3,0,Online App,Near Prime,A,369.2,31.9,84.1
QD-0000393,4837,08/04/2024,2024-01-17,,11037.65,7186.82,8.45,8.92,72,40,154.38,161.44,,X3,2018,,73203,Used,CarMax,WI,850,832,0,,19.5,85003,,,,WI,20829,City 43,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,0,0,0,128.3,8603,7630.86,11.3,6627.54,8099.35,438.83,75,QD-2024-C,INV_AUTO_2,BATCH-659,32,2024Q3,0,0,68.7,15,27,2,3,0,Dealer Direct,Subprime,C,589.9,4.0,76.1
QD-0000394,2111,10/01/2024,,,41689.72,13944.87,6.81,7.74,72,34,582.31,577.09,Mazda,Mazda3,2025,TRWXZ17977YY5L57S,112255,New,Penske,SC,753,,0,,25.0,122467,,,Not Verified,SC,18911,City 49,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,1,0,0,,48817,40518.11,17.0,34931.67,46960.16,178.02,50,QD-2025-A,,BATCH-464,38,2024Q4,,14,65.0,7,8,6,2,0,Online App,Near Prime,E,580.2,63.2,95.6
QD-0000395,9185,12/11/2024,2024-03-02,,41785.15,0.0,24.0,24.56,84,78,507.39,0,Volkswagen,Jetta,2018,3IX27KA6O1RX4NEVG,75676,Used,Sonic Auto,OH,673,623,0,,35.5,225197,Target,26,Self-Reported,OH,19324,City 14,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Check,1,0,0,119.9,34850,28089.1,19.4,24730.09,28109.11,94.78,,QD-2024-B,INV_AUTO_1,BATCH-252,6,2024Q4,0,11,2.0,11,20,4,2,1,Dealer Direct,Prime,D,622.4,53.5,92.5
QD-0000396,4075,03/26/2023,2024-09-03,,27501.38,25719.13,150.5,7.56,48,31,576.25,604.06,Tesla,Model Y,2023,RHK74MBBDXOTOOK1O,6191,New,AutoNation,PA,690,704,0,,46.5,189692,Home Depot,7,,PA,24507,City 17,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,137.0,20074,13750.69,31.5,10398.9,16406.14,16.77,75,QD-2024-A,INV_AUTO_2,BATCH-319,17,2023Q1,0,4,,26,28,2,5,0,Dealer Indirect,Super Prime,C,827.9,71.2,86.4
QD-0000397,9507,03/24/2023,2023-04-17,,46751.6,23541.69,21.07,23.41,48,22,991.09,817.86,Ram,ProMaster,,0ZYSQJ32Q947HACDD,6251,Used,Hendrick Auto,NY,792,786,1,759,13.9,170785,Google,21,Self-Reported,NY,45803,Brooklyn,CURRENT,,Current,0,0,0,0.0,0.0,,,1,0,0,73.7,63435,51636.09,18.6,42879.68,53283.88,403.72,50,,INV_AUTO_2,BATCH-871,26,2023Q1,,6,50.9,5,16,2,4,0,Dealer Indirect,Prime,B,529.1,79.9,92.2
QD-0000398,4346,07/09/2023,2022-11-03,,37034.68,34491.5,4.07,5.99,36,27,1032.23,838.9,Tesla,Model S,2024,OQIFJ8HDI8S5RZQ6P,45897,New,Group 1,TX,556,553,0,,31.0,202138,Home Depot,10,Employer Confirmed,TX,60771,Houston,30DPD,53,30-59,5,0,0,0.0,0.0,,,1,0,0,101.0,36668,32671.19,10.9,24710.64,35151.45,141.29,75,QD-2024-A,,BATCH-182,9,2023Q3,0,15,39.8,20,22,8,5,,Online App,Near Prime,B,641.1,50.1,90.4
QD-0000399,3126,09/11/2023,2024-07-02,,21832.83,19682.06,20.81,22.4,,,616.98,657.95,Mazda,Mazda3,2021,CHAK55ZX6B0RKW7CI,81397,Certified Pre-Owned,Lithia,WA,802,838,0,,57.6,96492,UPS,1,Not Verified,WA,14019,City 32,CURRENT,0,,0,0,0,0.0,0.0,,Online,1,0,0,125.7,17369,15267.35,12.1,11083.6,17810.58,314.9,75,,INV_AUTO_1,BATCH-182,14,2023Q3,0,6,33.5,15,33,3,5,0,Online App,Deep Subprime,E,327.6,75.7,58.7
QD-0000400,3866,10/12/2024,2024-10-23,,56365.5,0.0,7.39,9.72,60,42,945.21,,Toyota,Camry,2019,ILDY59KMLYHCNF4K6,100829,New,Penske,WI,678,649,,699,25.3,110942,FedEx,8,,WI,22072,City 49,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,Online,1,0,0,136.3,41354,34447.88,16.7,25767.18,38531.75,32.88,100,QD-2024-A,,BATCH-110,18,2024Q4,0,4,50.7,21,27,1,0,1,Broker,Subprime,C,749.2,4.3,60.8
QD-0000401,6036,06/19/2022,2024-01-28,,22939.11,7319.99,13.43,15.51,48,32,483.25,482.91,Tesla,Model Y,2019,QKPKI9C3H5X4ZTCEX,110183,New,Sonic Auto,NJ,547,512,0,,28.8,58541,,,Self-Reported,,50659,City 12,30DPD,56,30-59,2,0,0,0.0,0.0,,ACH,1,0,0,103.6,22142,14370.16,35.1,12086.01,16015.03,419.61,50,QD-2024-C,INV_AUTO_1,BATCH-832,16,2022Q2,0,,26.4,13,16,4,1,0,,Super Prime,D,421.0,50.8,69.7
QD-0000402,1623,02/09/2023,2024-10-08,,13648.63,12043.61,7.79,9.59,72,42,190.79,161.8,Chevrolet,Malibu,2021,PGWV5ZKNI6KKQVGXO,73560,Used,Penske,WI,809,772,0,,31.9,230627,Target,0,Verified,,50997,City 3,CHARGED_OFF,341,,8,3,1,,961.19,10/06/2024,Mobile App,1,0,0,95.8,14247,12751.07,10.5,9509.53,12957.81,295.65,75,QD-2025-A,INV_AUTO_3,BATCH-990,30,2023Q1,,4,56.1,24,32,0,5,0,Broker,Prime,D,436.8,3.8,52.3
QD-0000403,5060,12/08/2022,2023-02-13,,28212.9,-11197.66,10.48,10.87,72,52,395.27,376.42,Volkswagen,Jetta,2019,SXZ0302JXSGIW46BU,94523,Used,Group 1,CO,593,586,0,,35.0,158253,,,Self-Reported,CO,37430,City 12,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,85.6,32959,26466.08,,23432.75,27342.09,176.28,75,,INV_AUTO_2,BATCH-368,20,2022Q4,0,4,47.7,,32,0,1,0,Online App,Near Prime,A,588.9,31.2,63.1
QD-0000404,9316,05/16/2022,2022-04-12,,13772.99,13380.54,4.18,5.7,48,14,287.94,299.87,Honda,Accord,2018,2W1YH6W5OR27NW3MO,109198,Used,CarMax,NY,721,693,0,,22.9,27435,,,Self-Reported,NY,41421,Brooklyn,CURRENT,0,Current,0,0,0,0.0,0.0,,Check,1,0,0,115.4,,8855.77,25.8,6726.64,9151.53,113.92,50,QD-2024-A,,BATCH-116,34,2022Q2,0,8,68.3,20,26,6,3,0,Refinance,Subprime,E,491.9,99.7,64.1
QD-0000405,7097,03/27/2024,2022-07-23,,32511.61,29646.26,9.53,9.94,36,2,910.27,793.4,Chevrolet,Malibu,,A2QNJXJZ8ISBCLFTE,113193,Certified Pre-Owned,Larry H. Miller,LA,579,597,0,,44.9,139532,,,,LA,94862,City 11,90DPD,133,120+,8,1,1,0.0,0.0,,Online,0,,0,84.9,38294,29831.03,22.1,24601.7,32132.1,116.16,100,QD-2025-A,,BATCH-947,34,2024Q1,0,14,57.3,29,33,,4,0,Refinance,Near Prime,E,721.4,61.0,52.0
QD-0000406,6508,08/22/2024,2024-08-20,,16037.21,5659.14,21.48,23.15,84,56,194.34,178.88,Hyundai,Elantra,2022,WD06GJ33UD5UOJFZD,34068,Used,Larry H. Miller,,755,757,0,,33.7,33409,UPS,23,Verified,MN,68707,City 2,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,105.1,15259,13641.55,10.6,11192.68,13918.29,83.38,50,QD-2024-C,INV_AUTO_3,BATCH-285,28,2024Q3,0,7,,14,23,2,1,0,Refinance,Prime,A+,407.3,1.4,82.4
QD-0000407,8175,09/09/2023,2022-09-10,,69009.78,31590.93,13.8,15.45,48,15,1454.24,1336.5,Ram,3500,2025,L6HZDWD5C75GIEUUF,37319,New,AutoNation,MA,547,572,0,,60.0,89158,AT&T,20,Self-Reported,MA,93318,City 47,90DPD,90,90-119,8,1,2,0.0,,,Online,1,0,0,123.3,55969,33917.21,39.4,29828.45,34348.66,280.91,25,,INV_AUTO_2,BATCH-405,33,2023Q3,0,12,36.4,13,18,3,1,0,,Near Prime,A,788.4,93.2,51.7
QD-0000408,9212,06/27/2024,2022-08-03,,55032.38,51478.21,24.82,25.7,72,33,780.15,685.26,Subaru,Impreza,,SMS38WZBULUTSTVUW,5646,Used,Local Motors,AZ,705,655,,606,52.3,77586,,12,Self-Reported,AZ,90396,City 31,REPO,179,Repo,4,2,1,18156.6,17474.51,11/01/2024,,1,0,0,128.8,42727,28798.0,32.6,22218.77,,313.33,75,QD-2025-A,,BATCH-427,39,2024Q2,0,2,0.9,6,12,8,5,0,Dealer Indirect,Prime,A+,898.4,82.9,80.4
QD-0000409,2389,12/19/2022,2022-04-27,,58015.23,26536.34,19.33,19.81,72,32,818.75,658.89,Honda,Civic,2025,I6TP5PPNOV3SYNH9B,4277,New,Hendrick Auto,CO,646,598,0,,45.6,109780,,,Verified,CO,74673,City 29,CURRENT,0,Current,0,0,0,0.0,0.0,,,0,0,0,110.6,52455,41439.45,21.0,31277.62,44461.63,277.88,100,QD-2024-B,INV_AUTO_3,BATCH-304,40,2022Q4,,9,30.3,1,4,2,,0,Dealer Direct,Near Prime,E,406.8,67.5,64.9
QD-0000410,1167,09/01/2023,2022-10-29,,54463.12,23205.37,23.46,25.87,48,22,1156.83,1049.34,Kia,Soul,2019,ZCHZ1HKN2VIRR2K06,90376,Used,Hendrick Auto,NY,661,657,0,,21.0,179170,Uber,13,Verified,NY,,Buffalo,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,93.7,58125,44465.62,23.5,34624.5,47906.94,123.14,25,QD-2025-A,INV_AUTO_2,,26,2023Q3,0,,7.0,13,14,4,3,0,Dealer Direct,Subprime,A,,41.6,68.8
QD-0000411,9413,09/30/2023,2024-01-07,,56942.34,35367.59,7.5,7.71,72,34,795.81,712.02,Chevrolet,Tahoe,2023,FJU8SMSSF83CDO0OX,48942,Used,Group 1,IL,535,516,0,,48.5,74865,Starbucks,11,Verified,IL,12508,Rockford,30DPD,40,30-59,4,0,0,0.0,0.0,,ACH,1,0,0,109.2,52145,41194.55,21.0,31977.21,44551.3,,75,QD-2024-A,INV_AUTO_1,BATCH-850,38,2023Q3,,11,13.8,27,28,5,0,0,Broker,Deep Subprime,A,724.7,35.4,80.2
QD-0000412,8405,06/30/2023,2023-02-05,,15071.92,13721.75,21.1,22.59,72,44,213.01,208.47,Mazda,CX-5,2020,QEC7DXE2IFR8H6OWW,93989,Used,Group 1,IL,826,813,0,,28.2,242174,UPS,15,Employer Confirmed,IL,,Aurora,30DPD,49,30-59,5,0,0,0.0,0.0,,Online,1,0,0,70.9,21258,15497.08,27.1,11051.36,17459.81,186.93,75,QD-2024-C,,BATCH-301,28,2023Q2,0,0,66.8,29,45,4,0,0,Refinance,Super Prime,B,796.1,84.3,84.4
QD-0000413,9316,06/18/2023,2023-11-03,,17292.25,9733.87,11.34,13.02,60,28,290.93,232.96,,X1,2023,78AN0T4G7A4PSR282,10875,Used,Penske,OH,820,848,1,727,12.1,189747,AT&T,,Employer Confirmed,OH,,City 13,90DPD,177,120+,2,3,1,0.0,0.0,,Check,1,0,0,,13150,11887.6,9.6,8968.34,13405.73,360.52,100,QD-2025-A,INV_AUTO_3,BATCH-757,32,2023Q2,0,4,15.2,5,6,0,3,0,Refinance,Super Prime,C,620.4,80.0,
QD-0000414,8184,05/07/2022,2022-02-07,,21229.36,18657.22,11.56,13.77,36,3,595.39,539.02,GMC,Canyon,2018,O7GDS70Z8SEDYM59W,100267,Used,Hendrick Auto,CO,716,698,0,,13.8,204064,UPS,19,Not Verified,CO,99067,City 34,REPO,270,Repo,2,5,4,6996.82,6740.15,12/13/2024,Online,,0,0,126.2,16822,13625.82,19.0,10841.05,13928.47,43.77,75,,INV_AUTO_1,BATCH-890,33,2022Q2,0,2,60.1,8,8,4,1,0,Dealer Indirect,Super Prime,,536.8,89.5,91.9
QD-0000415,9456,05/05/2024,2022-11-28,,23311.98,10606.39,17.25,18.78,36,32,656.86,570.77,Mazda,MX-5,2025,RIIQUS3T7C69BFIQO,92642,New,Carvana,MD,556,559,0,,37.2,236255,FedEx,4,Employer Confirmed,MD,31709,City 6,REPO,136,Repo,7,4,1,5212.58,3961.39,12/19/2024,ACH,0,0,0,134.0,,10664.36,38.7,9575.05,12109.0,267.96,75,QD-2024-A,INV_AUTO_3,BATCH-920,4,2024Q2,0,2,30.4,8,28,1,4,0,Dealer Direct,Super Prime,A,308.0,20.7,59.3
QD-0000416,7172,08/07/2023,2024-05-13,,32011.31,12040.73,21.54,22.33,60,17,543.1,528.32,Subaru,Forester,2025,G0N8C2WEX285K8F44,90573,New,Lithia,VA,586,580,0,,61.6,229906%,UPS,19,,VA,43482,City 37,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,0,0,0,75.6,42343,35652.81,15.8,26940.31,36479.9,356.65,25,QD-2025-A,INV_AUTO_1,BATCH-747,43,2023Q3,0,11,67.8,3,15,4,4,0,Online App,Prime,C,635.9,8.9,98.4
QD-0000417,9389,12/01/2023,2024-07-05,,19718.69,17564.55,11.67,13.74,48,12,414.8,337.62,Subaru,WRX,2023,X6IB3STV3CIFSM463,9872,Used,CarMax,,673,706,0,,40.8,71569,AT&T,1,Verified,MN,92198,City 23,CHARGED_OFF,,Charged Off,4,2,4,8868.58,2020.09,10/17/2024,Mobile App,1,0,0,106.1,18585,17414.15,6.3,15552.53,20009.16,488.03,100,,INV_AUTO_3,BATCH-653,36,2023Q4,0,13,7.0,4,11,6,5,0,Online App,Super Prime,C,700.2,40.8,52.4
QD-0000418,1023,08/30/2024,2023-02-04,,43768.73,32886.63,4.04,5.52,36,3,1219.89,1310.46,BMW,,2019,DFDITNKT5W7CLSVOP,118864,Used,,CA,521,491,1,572,55.8,192743,,1,Employer Confirmed,CA,93917,San Francisco,REPO,116,,6,4,3,11472.84,14694.65,08/01/2024,,1,0,0,94.1,46513,43536.17,6.4,35798.21,46208.18,442.27,75,QD-2025-A,,BATCH-496,33,2024Q3,0,11,74.2,14,19,2,1,0,Dealer Indirect,Prime,B,441.6,96.1,93.0
QD-0000419,6253,09/07/2023,2022-11-12,,25690.93,12719.56,5.71,7.96,,71,358.52,357.84,Hyundai,Santa Fe,2018,G6OIB5JOSCT8OILM3,,Used,Penske,NY,647,624,1,566,,156391,US Army,27,Employer Confirmed,NY,49113,New York,CURRENT,0,Current,0,0,0,0.0,0.0,,Mobile App,1,0,0,108.3,23722,19309.71,18.6,14630.14,20358.42,478.57,25,QD-2025-A,INV_AUTO_2,BATCH-686,1,2023Q3,0,10,70.0,19,20,1,,,Dealer Direct,Super Prime,E,529.0,19.2,89.1
QD-0000420,4803,07/06/2023,2022-04-22,,62569.85,46886.52,12.4,14.1,36,16,1756.01,1599.05,BMW,5 Series,2024,KO5BGIFEZEX85CDIM,44073,New,Penske,MD,751,699,0,,23.3,161569,Uber,4,Employer Confirmed,MD,24166,City 39,REPO,141,Repo,8,2,1,24229.59,13529.51,10/04/2024,ACH,1,0,0,97.0,64505,42637.81,33.9,29954.69,49623.23,158.28,50,QD-2025-A,INV_AUTO_2,,20,2023Q3,0,8,47.8,8,24,4,1,1,Dealer Indirect,Near Prime,D,438.1,37.7,81.1
QD-0000421,6055,08/12/2023,2024-08-26,,58874.13,24654.18,13.97,14.28,36,5,1654.43,1497.46,Jeep,,2019,6MVI1HB7RH7FJGVMF,59168,Used,Group 1,CO,672,674,0,,63.6,67984,FedEx,2,,CO,,City 17,CURRENT,0,Current,0,0,0,0.0,0.0,,ACH,1,0,0,105.2,55964,47905.18,14.4,38622.21,55682.52,299.63,25,QD-2024-B,,BATCH-993,31,2023Q3,0,13,52.5,10,28,8,5,1,Broker,Prime,A,559.5,11.1,53.5
QD-0000422,5621,03/03/2024,2023-05-29,,36870.77,13326.96,12.81,14.81,,36,621.07,660.59,Chevrolet,Equinox,2022,DX2JAS0S3AXJF251O,50388,Certified Pre-Owned,CarMax,CA,728,721,1,730,51.0,41281,Self-Employed,20,Verified,CA,83101,,CURRENT,0,Current,0,0,0,0.0,0.0,,Check,0,0,0,97.4,,27407.02,27.6,23055.77,29146.7,303.66,75,QD-2024-C,INV_AUTO_2,BATCH-201,24,2024Q1,0,9,93.8,30,35,2,5,0,Dealer Direct,Near Prime,C,331.8,11.4,93.4
QD-0000423,7922,05/15/2022,,,37423.94,28303.42,17.35,17.8,60,22,632.75,613.12,Ford,Explorer,2020,FM82ZHPEAU4HZE22B,119744,Used,CarMax,NY,622,607,1,561,45.6,236727,Walmart,3,Self-Reported,NY,55566,Buffalo,REPO,248,Repo,4,4,1,22156.44,19849.92,,ACH,1,,0,83.7,44712,35411.9,20.8,29739.79,36714.84,196.23,25,QD-2024-C,INV_AUTO_1,BATCH-687,,2022Q2,0,6,4.4,18,21,4,5,0,Dealer Indirect,Prime,A,,76.0,90.4
QD-0000424,5896,08/03/2022,2023-09-11,,$18480.43,$12015.03,20.43,21.53,48,41,391.56,364.86,Tesla,Model S,2023,TFG2O9FMKKQ7902KN,72303,,Group 1,TX,821,776,0,,48.7,156762,Starbucks,,Employer Confirmed,TX,69890,Houston,,0,Current,0,0,0,0.0,,,,0,0,0,104.8,17634,16064.57,8.9,14329.42,16964.64,342.77,100,,INV_AUTO_3,BATCH-667,7,2022Q3,0,,79.0,26,43,,3,0,Broker,Near Prime,A+,859.5,74.7,65.4
QD-0000425,5764,04/28/2022,2023-01-28,,18819.1,15542.73,17.39,17.61,48,33,397.75,321.57,Nissan,Rogue,2019,46ZMFEHK3ZYPOOVCS,55202,New,Group 1,OR,,638,0,,63.2,195947,,,Not Verified,OR,74830,City 38,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,71.7,26247,17637.98,32.8,15162.92,20318.09,332.74,50,QD-2024-B,INV_AUTO_2,BATCH-422,15,2022Q2,0,8,14.3,16,17,,5,0,Online App,Super Prime,,403.8,11.5,87.3
QD-0000426,1754,10/21/2023,2022-01-06,,13007.38,0.0,12.39,12.77,60,51,219.03,0,Hyundai,Tucson,2022,DX1HTYFMTO5J3ZEU3,106184,Used,Local Motors,SC,628,606,0,,50.4,181282,FedEx,22,Verified,SC,86769,City 43,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,1,0,0,84.7,15357,,18.5,11037.25,13058.44,303.79,100,QD-2024-A,,BATCH-500,9,2023Q4,0,11,57.5,28,39,,2,0,Dealer Direct,Near Prime,E,801.8,36.0,95.5
QD-0000427,7625,02/09/2024,2022-06-30,,11633.27,6257.41,12.8,14.7,60,36,195.96,197.32,    , Canyon,2019,OHUMRECDHZV2GWUFQ,28011,Certified Pre-Owned,CarMax,NC,746,727,0,,40.4,110107,Freelance,23,Not Verified,NC,83214,City 33,CURRENT,0,Current,0,0,0,0.0,0.0,,Online,1,0,0,117.2,9926,7742.28,22.0,6103.98,7893.75,282.81,75,QD-2025-A,INV_AUTO_2,BATCH-496,24,2024Q1,0,15,81.2,2,21,0,3,0,Online App,Subprime,D,591.9,0.2,66.9
QD-0000428,9307,08/04/2023,,,18148.68,14688.44,5.59%,7.72,36,19,506.48,445.39,Nissan,Frontier,,L7975VNFWYRL66378,15368,Certified Pre-Owned,AutoNation,IL,773,799,1,791,33.2,103321,AT&T,18,Verified,IL,75860,Rockford,30DPD,33,,2,0,0,0.0,0.0,,Mobile App,1,0,0,136.6,13286,11226.67,15.5,9505.23,13365.97,176.44,,,INV_AUTO_3,BATCH-804,17,2023Q3,0,6,8.8,19,31,1,3,0,Dealer Direct,Subprime,C,767.6,0.2,58.8
QD-0000429,9462,01/22/2023,2022-09-29,,27274.32,22024.93,16.86,17.99,48,38,,582.95,Mazda,MX-5,2023,EWQEQ7J8M8CWOTGSW,112539,Used,Lithia,WA,642,638,0,,12.2,41471,,,Employer Confirmed,WA,66383,City 23,30DPD,36,30-59,1,0,0,0.0,0.0,,ACH,0,0,0,72.0,37881,26251.53,30.7,19492.25,28315.81,102.57,75,QD-2025-A,INV_AUTO_1,BATCH-342,10,2023Q1,0,13,63.5,27,42,4,4,0,Dealer Indirect,Prime,C,812.2,,93.8
QD-0000430,5764,02/27/2022,2023-12-28,,41882.89,0.0,3.17,,72,68,583.24,0,Jeep,Grand Cherokee,2024,MYFKZC7C53DOTE3NZ,113273,New,Carvana,LA,631,625,0,,32.4,24612,Self-Employed,22,Verified,LA,47980,City 46,PAID_OFF,0,Paid Off,0,0,0,0.0,0.0,,ACH,1,0,0,126.5,33109,28473.74,14.0,22519.97,32680.32,10.14,50,,INV_AUTO_2,BATCH-428,4,,0,3,65.9,24,32,0,3,1,Dealer Direct,Super Prime,A,406.8,73.0,51.1
QD-0000431,9734,11-Nov-2023,2022-06-05,,58537.3,48903.54,9.02,11.52,72,55,819.13,788.53,Toyota,Camry,2018,,901,Certified Pre-Owned,Carvana,NY,665,704,0,,28.7,82372,Google,12,Self-Reported,NY,18427,New York,CURRENT,0,Current,0,0,0,0.0,0.0,,,1,0,0,115.0,50902,34511.56,32.2,30139.26,40378.57,170.72,25,QD-2024-C,,BATCH-276,17,2023Q4,0,12,35.4,25,41,2,0,0,Dealer Direct,Super Prime,B,517.4,68.6,89.3
QD-0000432,,06/11/2024,2023-01-04,,50223.89,40768.35,7.64,10.13,72,40,702.0,672.61,Nissan,Frontier,2018,LSV2IFWY3I07KDV9K,86620,Used,Lithia,WA,535,545,0,,56.5,76864,Google,14,,WA,62828,,CURRENT,0,,0,0,0,0.0,0.0,,ACH,1,0,0,114.4,,41663.0,5.1,34616.51,47626.72,271.08,75,QD-2024-C,,BATCH-943,32,2024Q2,0,8,16.9,19,20,4,1,0,Refinance,Deep Subprime,D,678.4,68.8,73.9
QD-0000433,4961,,2024-08-29,,51715.26,47042.34,4.39,6.61,84,46,617.91,657.19,Hyundai,Kona,2019,9XOEL8XVYAU87RN7A,39806,Used,CarMax,,658,659,0,,19.5,46311,Freelance,13,Self-Reported,NJ,76209,City 4,REPO,133,Repo,2,2,4,15645.4,20262.99,06/12/2024,ACH,1,0,0,97.2,53205,31763.38,40.3,23683.53,37119.36,276.97,100,QD-2024-B,INV_AUTO_3,BATCH-667,38,2023Q2,0,8,46.3,8,15,2,5,0,Dealer Direct,Prime,C,453.2,65.2,
